product_id	product_name	product_class	category_hierarchy	product_features
5470	macneil 6 piece dining set	Dining Table Sets	Furniture / Kitchen & Dining Furniture / Dining Tables & Seating / Kitchen & Dining Room Sets / 6 Piece Kitchen & Dining Room Sets	numberofchairsincluded:4|chairseatheightfloortoseat:19.25|countryoforigin : malaysia|upholsteryfillmaterial : foam|chairheight-toptobottom:38|chairdepth-fronttoback:21|weightcapacity:250|topmanufacturedwoodtype : mdf|seatingcapacity:6|overallchairweight:29|tabletopthickness:2.5|tablebasetype : four leg|warrantylength:90 days|tablebasecolor : distressed light brown|tabletopmaterial : solid + manufactured wood|benchdepth-fronttoback:16|overalltableheight-toptobottom:30|overalltablewidth-sidetoside:40|basemanufacturedwoodtype : mdf|seatingmaterial : solid + manufactured wood|additionaltoolsrequir
35010	stretch block box cushion armchair slipcover	Slipcovers	Furniture / Living Room Furniture / Slipcovers / All Slipcovers / Armchair Slipcovers	upholsterymaterial : polyester blend|armheight-floortoarm:28|piecesincluded : one piece|overalldepth-fronttoback:37|productcare : machine washable|overallwidth-sidetoside:43|attachmenttype : elastic edges|durability : uv/fade resistant|seatwidth-sidetoside:43|print : solid|waterrepellant : no resiliency|warrantylength : lifetime|seatheight-floortoseat:18|cushiondesign : box cushion|seatdepth-fronttoback:37|overallheight-toptobottom:40|overallproductweight:1.8|furnituretype : armchair|furnitureprotector : no|seatcushioncoversincluded : no|reclinercompatible : no|containsflameretardantmaterials
18361	110 '' wide right hand facing sofa & chaise	Sectionals	Furniture / Living Room Furniture / Sectionals / Stationary Sectionals	backfillmaterial : synthetic fiber|seatdepth-fronttoback:26|minimumdoorwidth-sidetoside:38.5|producttype : sofa & chaise|overallproductweight:219|backtype : pillow back|orientation : right hand facing|cushionconstruction : foam|overallwidth-sidetoside:110|design : stationary|upholsterycolor : black|shape : l-shaped|overallheight-toptobottom:38|sofadepth-fronttoback:37|upholsterymaterial : polyester blend|countryoforigin : united states|framematerial : solid + manufactured wood|weightcapacity:1000|seatconstruction : sinuous springs|seatingcapacity:3|overalldepth-fronttoback:90|style : glam|chai
6117	angle broom and clip on dustpan	Brooms and Sweepers	Storage & Organization / Cleaning & Laundry Organization / Mops, Brooms, and Dusters / Brooms & Sweepers / Angle Brooms & Sweepers	broomheadwidth-sidetoside:11|bristlethickness : medium|broomheadlength-endtoend:56|overalllength-endtoend:57|producttype : angle brooms|countryoforigin-additionaldetails : made in china|primarymaterialhead : horsehair|broomdiameter:0.85|overallproductweight:2|extendable : no|replaceablehead : no|installationrequired : no|additionalpartsrequired : no|outdooruse : yes|adultassemblyrequired : yes|countryoforigin : china|primarymaterialhandle : metal
2206	anchor wooden wall décor	Wall Décor	Décor & Pillows / Wall Décor / Wall Accents / Brown Wall Accents	productcare : wipe clean with a dry cloth . do not use strong liquid cleaners.|style : modern & contemporary|largestdimension:15|primarymaterialdetails : fine quality baltic birch ply-wood|primarymaterial : wood|subject : fantasy|color : natural|shape : novelty|compatiblesurfacetype : multi-surface|overallheight-toptobottom:15|orientation : vertical only|holidayoccasion : no holiday|purposefuldistressingtype : coat/paint distressing|countryoforigin : united states|woodspecies : birch|overallwidth-sidetoside:15|overalldepth-fronttoback:0.25|subject : text|totalnumberofpiecesincluded:1|overallpr
27593	castleton frosted plum area rug	Area Rugs	Rugs / Area Rugs / 10' x 14' Area Rugs	countryoforigin : united states|overallwidth-sidetoside:129|technique : tufted|backingmaterialdetails : latex|location : indoor use only|productresistances : fade resistant|overallproductweight:56|greenlabelcertified : green label plus|holidayoccasion : no holiday|primarycolor : frosted plum|construction : machine made|rugsize:10 ' 9 '' x 13 ' 2 '' |pattern : floral|material : nylon|pileheight:0.3|countryoforigin-additionaldetails : made in usa|productcare : spot clean with water|warrantylength:2 years|rugshape : rectangle|overalllength-endtoend:158|commercialwarranty : no|fringetassel : no|go
37174	portable 4-way counterfeit detector	Cash Handling	Cash Handling	overallwidth-sidetoside:10.8|color : black|producttype : counterfeit bill detectors|overallheight-toptobottom:5.7|overallproductweight:2.51|overalldepth-fronttoback:5.9|countryoforigin : china
18065	tynecastle sideboard	Sideboards & Buffets	Furniture / Kitchen & Dining Furniture / Sideboards & Buffets / Silverware Storage Equipped Sideboards & Buffets	numberofinteriorshelves:6|warrantylength:1 year|overallheight-toptobottom:42|numberofdoors:6|lsbinvestmentskus : birchlane|dswoodtone : medium wood|purposefuldistressingtype : wood scoring & rub through|numberofdrawers:3|shelfdepth-fronttoback:15.125|distancebetweenshelves:7.75|dsprimaryproductstyle : traditional|feetheight-toptobottom:4.75|shelfwidth-sidetoside:18.25|woodspecies : poplar|overalldepth-fronttoback:19|style : traditional|dssecondaryproductstyle : american traditional|naturalvariationtype : natural wood grain color variation|levelofassembly : none|color : brown|overallproductweig
21037	stripe collection navy blue throw pillows - set of 2	Accent Pillows	Décor & Pillows / Decorative Pillows & Blankets / Throw Pillows / Blue Throw Pillows	covermaterial : polyester/polyester blend|color : navy blue|productcare : machine wash cold , gentle cycle and tumble dry low|lifestage : kid|edgetype : standard/no edge type|warrantylength:90 days|gender : male|piecesincluded:2 pillows|covermaterialdetails : brushed microfiber|pillowtype : throw|pattern : geometric|holidayoccasion : no holiday|decorativeadditions : no decorative addition|areasofsupport : side|overallheight-toptobottom:18|style : modern & contemporary|subject : no subject|season : no season|areasofsupport : neck|washingmethod : machine wash|areasofsupport : stomach|location :
9208	morgan 6 drawer double dresser	Kids Dressers & Chests	Baby & Kids / Toddler & Kids Bedroom Furniture / Baby & Kids Dressers / Grey Baby & Kids Dressers	countryoforigin-additionaldetails : imported|levelofassembly : full assembly needed|orientation : horizontal|drawerglidemechanism : ball bearing glides|overallwidth-sidetoside:19|numberoflockingdrawers:6|naturalvariationtype : natural wood grain color variation|interiormaindrawerdepth-fronttoback:15.125|fullorlimitedwarranty : full|producttype : double dresser|additionaltoolsrequirednotincluded : screw driver|woodspecies : |overallheight-toptobottom:34|maindrawerweightcapacity:50|overalldepth-fronttoback:52|countryoforigin : viet nam|overallproductweight:108|legheight-toptobottom:34|color : es
272	shah oriental hand knotted wool plum/black area rug	Area Rugs	Rugs / Area Rugs / 4' x 6' Area Rugs	pattern : oriental|rugshape : rectangle|rugsize:4 ' x 6'|productresistances : both water and fade resistant|overallproductweight:100|holidayoccasion : no holiday|dsprimaryproductstyle : traditional|overalllength-endtoend:72|overallwidth-sidetoside:48|material : wool|productcare : professional cleaning|location : indoor use only|pileheight:0.25|construction : handmade|technique : hand-knotted|primarycolor : plum/black|sampleavailable : no|reversible : no|generalcertificateofconformitygcc : no|backingmaterial : no| : no|organic : no|canadaproductrestriction : no|rugsets : no|commercialwarranty :
5332	resin water fountain	Fountains	Décor & Pillows / Home Accessories / Indoor Fountains	type : floor|primarymaterial : resin|overalldepth-fronttoback:5|overallproductweight:4.4|style : farmhouse / country|overallheight-toptobottom:13.95|color : brown|overallwidth-sidetoside:8.5|watersound : normal cascade|design : rock|primarymaterialdetails : polyresin|location : indoor use|lighted : no|mistfogmaker : no|powered : no|installationrequired : no|adultassemblyrequired : no|adjustableflowrate : no| : no|pumpincluded : no|batteriesincluded : no|linerincluded : no|pumprequired : no|weatherresistant : no|baseincluded : no|filterincluded : no|countryoforigin : china|purposefuldistressing
28042	flamingo pool float glass holiday shaped ornament	Ornaments & Tree Décor	Holiday Décor / Christmas / Christmas Tree Decorations / Christmas Ornaments / All Christmas Ornaments / Shaped Christmas Ornaments	holidayoccasion : christmas|overallproductweight:0.3|color : pink|hangertype : string|overallwidth-sidetoside:4.25|theme : animal|attachmenttype : hanging ornament|primarymaterial : glass|dsmetallic : silver|producttype : holiday shaped ornament|overalldepth-fronttoback:3.75|season : winter|christmas : presents|overallheight-toptobottom:4.5|numberinset:1|lighted : no|cullisted : no|commercialwarranty : no|outdooruse : no|animated : no|bpafree : no| : no|uniformpackagingandlabelingregulationsuplrcompliant : no|shatterproof : no|metlisted : no|personalization : no|musical : no|waterresistant : n
34206	bridge with 2 encased storage compartments	TV Stand Accessories	Furniture / Living Room Furniture / TV Stands & Media Storage Furniture / Media Storage & Accessories / TV Stand Accessories	color : cappuccino|supplierintendedandapproveduse : non residential use|overallwidth-sidetoside:60|overallheight-toptobottom:11.5|warrantylength:2 years|dswoodtone : medium wood|primarymaterial : wood|overallproductweight:29.7|producttype : extra shelving|overalldepth-fronttoback:11.5| : no|canadaproductrestriction : no|uniformpackagingandlabelingregulationsuplrcompliant : no| : yes|adultassemblyrequired : yes|gsaapproved : yes|commercialwarranty : yes|productwarranty : yes|scscertified : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use
38598	astoria 30 '' wide linen armchair	Accent Chairs	Furniture / Living Room Furniture / Chairs & Seating / Accent Chairs / Arm Accent Chairs	dsprimaryproductstyle : industrial|levelofassembly : partial assembly|legmaterial : solid wood|upholsterymaterial:100 % linen|armmaterialdetails : oak|overallproductweight:51|legmaterialdetails : oak|design : armchair|perigoldmanufacturergivenproductname : astoria chair|style : farmhouse / country|woodspecies : oak|waterrepellant : no resiliency|supplierintendedandapproveduse : non residential use|upholsterycolor : beige|framematerial : solid wood|warrantydetails:1 year limited warranty from the date of invoice to the original purchaser|seatconstruction : mdf|backfillmaterial : foam|overallhei
12563	stockport 1 1/4 '' h x 96 '' w x 5/8 '' d panel moulding	Molding & Millwork	Home Improvement / Flooring, Walls & Ceiling / Flooring Installation & Accessories / Molding & Millwork / Wall Molding & Millwork	overallwidth-sidetoside:96|material : urethane|projectionfromwall:15.88|overalldepth-fronttoback:0.625|producttype : wall nice/cove|overallheight-toptobottom:1.25|moldinguse : wall|overallproductweight:0.55|color : off-white|compositewoodproductcwp : no|installationrequired : yes|countryoforigin : china
29387	rectangle jones abstract power loom gray/red/black rug	Area Rugs	Rugs / Area Rugs / 6' x 9' Area Rugs	overallwidth-sidetoside:24|material : polypropylene|lifestage : adult|construction : machine made|overalllength-endtoend:86|pileheight:0.05|dsprimaryproductstyle : modern|gender : gender neutral|materialdetails : polypropylene|overalllength-endtoend:108|overalllength-endtoend:84|overalllength-endtoend:44|overallwidth-sidetoside:72|overallwidth-sidetoside:22|pattern : abstract|backingmaterialdetails : jute|overallwidth-sidetoside:60|holidayoccasion : no holiday|overalllength-endtoend:126|countryoforigin : indonesia|rugshape : runner|productcare- : machine wash under low settings|technique : pow
35757	cabinet caster kit	Furniture Parts	Foodservice / Foodservice Tables / Table Parts / Storage Cabinet Table Parts	producttype : storage cabinet|overalldepth-fronttoback:24|overallproductweight:21|primarymaterial : steel|overallheight-toptobottom:6.69|overallwidth-sidetoside:48|overallproductweight:26|overalldepth-fronttoback:18|supplierintendedandapproveduse : non residential use|overallwidth-sidetoside:36|countryoforigin : united states|commercialwarranty : yes|supplierintendedandapproveduse : residential use
39805	roy hall tree	Hall Trees	Furniture / Entry & Mudroom Furniture / Hall Trees	countryoforigin : brazil|hookweightcapacity:20|overallwidth-sidetoside:33.25|color : brown|warrantydetails : against defects|estimatedtimetosetup:120|levelofassembly : full assembly needed|dswoodtone : gray wood|warrantylength:90 days|color : gray|overallproductweight:26.5|framematerial : solid wood|additionaltoolsrequirednotincluded : screw driver|function : free standing|woodspecies : pine|overallheight-toptobottom:68.25|materialdetails : stained solid pine wood , powder-coated steel|dswoodtone : medium wood|numberofhooks:8|style : rustic|overalldepth-fronttoback:18.25|suggestednumberofpeopl
10004	callan canova keyed door knob	Door Knobs	Home Improvement / Doors & Door Hardware / Door Hardware & Accessories / Door Knobs / Egg Door Knobs	strikestyle : full lip|knobnamecollection : canova|whatsincluded : installation hardware|keywaytype : c|whatsincluded : strike|whatsincluded : two door knobs|lockingmechanism : thumbturn|boreholediameter:2.125|compatibledoorthickness:1.75 '' |overallheight-toptobottom:4.25|primarymaterial : zinc|style : modern & contemporary|projection-fronttoback:2.63|whatsincluded : key ( s ) |countryoforigin : taiwan|function : keyed ( entry ) |series : callan|supplierintendedandapproveduse : non residential use|overallproductweight:2.5|numberofpins:5|doorlocation : interior|knobshape : egg|rosetteshape : r
38415	indiana rose photo album	Picture & Memory Albums	"Décor & Pillows / Picture Frames & Albums / Photo Albums / 4"" X 6"" Photo Albums"	color : pink/blue|overallheight-toptobottom:7.75|orientation : horizontal / landscape|theme : flowers and plants|ringdiameter:6.5|numberofpages:35|photosize:4 '' x6 '' |numberofphotospaces:35|season : fall|overallproductweight:0.7|holidayoccasion : no holiday|material : paper|overallwidth-sidetoside:1.5|inserttype : pockets|producttype : album|bindingtype : book|commercialwarranty : no|set : no|canadaproductrestriction : no| : no|uniformpackagingandlabelingregulationsuplrcompliant : no|expandable : no|productwarranty : no|lowleadcompliant : yes|acidfree : yes|memospace : yes|countryoforigin :
25461	nostalgia mymini personal electric skillet & rapid noodle maker , perfect for ramen , pasta , mac & cheese , stir fry , soups , omelets , hard-boiled eggs , pancakes	Electric Grills & Skillets	Kitchen & Tabletop / Small Kitchen Appliances / Electric Presses, Grills & Griddles / Electric Skillets & Woks	overalldepth-fronttoback:6.75|overallproductweight:1.25|overallheight-toptobottom:3.5|cookingareawidth-sidetoside:5|overalllength-endtoend:5.25|basematerial : plastic|warrantylength:1 year|cookingareadepth-fronttoback:5|lidmaterial : glass|skilletsize : small|producttype : electric skillet|manufacturerpreferredname : nostalgia mymini personal electric skillet & rapid noodle maker , perfect for ramen , pasta , mac & cheese , stir fry , soups , omelets , hard-boiled eggs , pancakes|finish : yellow|recipebooklet : no|dishwashersafeparts : no|bpafree : no|specialtygrilldetails : no|driptrayinclude
17191	shiloh block coffee table	Coffee & Cocktail Tables	Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables	dsprimaryproductstyle : lodge|overallproductweight:26.5|basemanufacturedwoodtype : mdf|weightcapacity:80|levelofassembly : none|producttype : coffee table|overallheight-toptobottom:15.75|dssecondaryproductstyle : mountain lodge|overalldepth-fronttoback:30.75|basematerial : manufactured wood|topmaterial : solid + manufactured wood|basetype : block|topmaterialdetails : manufactured wood with veneer|supplierintendedandapproveduse : non residential use|topshape : octagon|overalllength-endtoend:30.75|topmanufacturedwoodtype : mdf|warrantylength:30 days|numberoftablesincluded:1|folding : no|built-in
16368	chinese peacock magnolia textile wallpaper	Wallpaper	Décor & Pillows / Wall Décor / Wallpaper	lifestage : adult|matchtype : drop|removaltype : strippable|overallwidth-sidetoside:75|color : white/light blue|overallproductweight:0.83|overallproductweight:1.57|overallwidth-sidetoside:187|overallproductweight:8.48|primarymaterial : fabric|overallproductweight:6.28|supplierintendedandapproveduse : non residential use|overalllength-endtoend:8.833|overallwidth-sidetoside:112|overalllength-endtoend:6.25|finish : matte|overalllength-endtoend:8.167|applicationtype : non-pasted|overallwidth-sidetoside:204|overallwidth-sidetoside:150|countryoforigin : turkey|producttype : wall mural|overallwidth-s
35041	gardenella reclining chaise lounge	Patio Chaise Lounges	Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Outdoor Chaise & Lounge Chairs / Folding Outdoor Chaise & Lounge Chairs	overallwidth-sidetoside:26.5|seatheight-floortoseat:14.5|numberofrecliningpositions:4|countryoforigin : united states|framedurability : rust resistant|framedurability : water resistant|countryoforigin-additionaldetails : made in usa|overalllength-headtotoe:66|seatbackheight:30|levelofassembly : none|outerframemetaltype : powder coated aluminum|overallproductweight:15.5|weightcapacity:250|fullyreclinedlength-headtotoe:77.5|supplierintendedandapproveduse : non residential use|outerframematerialdetails:100 % powder coated aluminum|style : traditional|overallheight-toptobottom:42.5|producttype : s
2902	calendar dry-erase wall mounted magnetic glass board	Bulletin Boards, Whiteboards, Chalkboards	Commercial Business Furniture / Boards & Tech Accessories / All Boards / Glass Boards	overallheight-toptobottom:24|boardcolor : ultra white|warrantydetails:10 year warranty for all dry-erase boards in regards to manufacturing defects and shipping damages| : chrome|boardcolor : white|warrantylength:10 years|overallproductweight:34|framed : unframed|mounttype : wall mounted|overallboardheight-toptobottom:24|producttype : glass board|size : medium 4 ' - 6'|framefinish : |overallboardwidth-sidetoside:36| : wipe with a damp cloth|overallboardheight-toptobottom:36|supplierintendedandapproveduse : non residential use|overalllength-endtoend:48|surfacematerial : glass|overallboardwidth-
34559	bed riser	Bed Frames	Browse By Brand / Symple Stuff	overalllength-headtotoe:6.38|overallproductweight:1.6|overallheight-toptobottom:6|overallwidth-sidetoside:6.38|material : plastic|piecesincluded:4 bed risers|color : black|californiaproposition65warningrequired : no| : no|licensedproduct : no|countryoforigin : china
11268	carrasquillo folding screen 4 panel 70.25 '' room divider	Room Dividers	Furniture / Small Spaces / Small Space Living Rooms / Room Dividers	screenmanufacturedwoodtype : engineered veneer|location : indoor use only|framematerial : solid + manufactured wood|screenmanufacturedwoodtype : mdf|overallproductweight:25.3|overallheight-toptobottom:70.25|numberofpanels:4|woodspecies : pine|overalldepth-fronttoback:0.75|color : antique nutmeg|color : gray|warrantylength:1 year|countryoforigin : taiwan|screenmaterial : manufactured wood|color : tabacco|overallwidth-sidetoside:69.5|framematerialdetails : pine , engineered veneer and mdf|dswoodtone : espresso wood|type : folding|commercialwarranty : no|compositewoodproductcwp : no|adultassembly
31758	stainless steel glass rack storage	Bar Equipment & Accessories	Browse By Brand / Rebrilliant / Shop All Rebrilliant	producttype : glass rack storage|countryoforigin : united states|primarymaterial : stainless steel|overallheight-toptobottom:36|capacity:21600|storagetopstyle : drainboard|installationtype : freestanding|overallproductweight:80|overallwidth-sidetoside:24|overalldepth-fronttoback:25|legconstruction : stainless steel|color : silver|drainsize:1|castersincluded : no|californiaproposition65warningrequired : no|interiorlight : no| : no|adjustableshelves : no|rustresistant : yes|nsfcertified : yes|undercounter : yes|installationrequired : yes|stainresistant : yes|adultassemblyrequired : yes
25259	lakewood chaise furniture dog sofa	Dog Beds & Mats	Pet / Dog / Dog Beds / All Dog Beds	color : beige|overallproductweight:21|primarybedmaterial : polyester|overallwidth-sidetoside:34|bedtype : dog sofa|overalldepth-fronttoback:18|overallheight-toptobottom:17|pattern : solid color|shape : rectangle|fillmaterial : polyester|adultassemblyrequired : no|productwarranty : no|textilelabellingandadvertisingregulationscrcc1551 : no|textileflammabilityregulationssor2016-194 : no| : no|waterresistant : no|organic : no|canadaproductrestriction : no|weatherresistant : no|compositewoodproductcwp : no|memoryfoamorthopedic : no|coveredbed : no|chewresistant : yes|washable : yes|uniformpackaging
20294	callan silona passage door lever	Door Levers	Home Improvement / Doors & Door Hardware / Door Hardware & Accessories / Door Levers / Drop Door Levers	overallwidth-sidetoside:4.31|supplierintendedandapproveduse : non residential use|compatibledoorthickness:1.75 '' |countryoforigin : philippines|compatibledoorthickness:1.375 '' |whatsincluded : latch|strikestyle : full lip|warrantylength : lifetime|backset : adjustable|whatsincluded : strike|overallheight-toptobottom:2.62|doorlocation : interior|function : passage ( hall & closet ) |projection-fronttoback:1.87|overallproductweight:1.2|rosetteshape : round|levershape : wave/drop|totalnumberoflevers:1|electroniclock : no|keysincluded : no|cullisted : no|csacertified : no|ansibhmaa156certified :
29292	claudio 1 - light unique / statement geometric pendant	Pendant Lights	Lighting / Ceiling Lights / Pendant Lighting	colortemperaturekelvin:3000|dssecondaryproductstyle : ultra-modern|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|overallproductweight:6.5|bodywidth-sidetoside:38|maximumwattageperbulb:30|bodydepth-fronttoback:4.75|warrantylength:5 years|fixtureshape : geometric|finish : frosted white acrylic|dsprimaryproductstyle : modern|style : modern & contemporary|dry , damporwetlocationlisted : dry|lightdirection : ambient|hangingmethod : wire|fixturedesign : un
41826	5 ft standard dog leash strap with padded handle and spring for medium large dog	Pet Grooming Furniture	Pet / Dog / Grooming Tables & Tubs / Portable Grooming Tables & Tubs	countryoforigin-additionaldetails : made in china|petcategory : dog|primarymaterial : plastic|supplierintendedandapproveduse : non residential use|finish : red|warrantylength:30 days|overallwidth-sidetoside:59.1|overallproductweight:0.507063|overallheight-toptobottom:0.5|finish : black|petcategory : cat|overalldepth-fronttoback:0.5|weightcapacity:20|producttype : storage unit|canadaproductrestriction : no|armsincluded : no| : no|leash : no|wheelsincluded : no|oshacompliant : yes|cetllisted : yes| : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|adjustableheight : yes|generalcert
19298	steel bed frame	Bed Frames	Furniture / Bedroom Furniture / Beds & Headboards / Bed Frames / Queen Bed Frames	overallproductweight:106|overalllength-headtotoe:33|overallproductweight:85|levelofassembly : full assembly needed|overallwidth-sidetoside:84|material : steel|producttype : bed frame|mattresssize : king|mattresssize : full/double|weightcapacity:1200|mattresssize : full / double|warrantylength : lifetime|overallheight-toptobottom:5|overalllength-headtotoe:41|heightprofile : high profile|overallheight-toptobottom:16|color : black|mattresssize : california king|countryoforigin-additionaldetails : made in prc|baseconstruction : platform|overalllength-headtotoe:39|mattresssize : california king|ove
940	matelles raised sunflower terracotta pot planter	Planters	Outdoor / Garden / Planters / Terracotta Planters	overallproductweight:1.3|countryoforigin-additionaldetails : imported materials|capacity:16|overalldepth-fronttoback:6|overallheight-toptobottom:4|shape : round|color : natural terracotta|dsprimaryproductstyle : traditional|materialdetails : terrcottta|qualityscore:0.5|location : indoor / outdoor use|overallwidth-sidetoside:6|producttype : pot planter|material : terracotta|dssecondaryproductstyle : american traditional|adjustablehanginglength : |interiorheight-toptobottom:3.25|levelofassembly : none|keyholecomposting : |interiorwidth-sidetoside:5.5|interiordepth-fronttoback:5.5|style : farmhou
21856	mid-century kid toy organizer	Kids Bookcases|Toy Boxes and Organizers	Baby & Kids / Baby & Kids Storage / Baby & Kids Bookcases / Brown Baby & Kids Bookcases	clearancefromfloortobottomofproduct:34.84|mainmaterial : manufactured + solid wood|finish : natural/white|warrantylength:90 days| : |agerecommendation:3 yrs +|binmaterial : fabric|warrantydetails : replacement parts|binwidth-sidetoside:11.65|season : spring|gender : neutral|naturalvariationtype : natural wood grain color variation|productcare : surface clean using a damp cloth and mild dish washing liquid|overallheight-toptobottom:34.84|overallproductweight:37.93|assemblytime:60 minutes|binheight-toptobottom:13.11|style : modern & contemporary|overallwidth-sidetoside:23.62|dswoodtone : medium
30397	classic plastic folding adirondack chair	Adirondack Chairs	Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Adirondack Chairs / Plastic Adirondack Chairs	warrantydetails:20-year residential warranty ; 3-year commercial warranty|:93|compatibleottomanpartnumber : ot53|durability : uv resistant|supplierintendedandapproveduse : non residential use|framematerialdetails : eco-friendly recycled materials|overallheight-toptobottom:35.75|lsbinvestmentskus : jossmain|countryoforigin-additionaldetails : made in usa|style : traditional|levelofassembly : partial assembly|seatwidth-sidetoside:20|toolsneededforassembly : tools are included|durability : weather resistant|overallwidth-sidetoside:29|seatdepth-fronttoback:17|additionaltoolsrequirednotincluded : a
20232	party ball usb table light		Lighting / Wall Lights / Night Lights	material : plastic|overallproductweight:0.22|producttype : table light|whatisintegratedled : this indicates that an led light is built into the fixture . integrated led lights are more energy efficient and can last up to 50,000 hours . they can not be replaced by the customer.|maximumwattageperbulb:6|piecesincluded : flat surface stand , safety and warranty manual , remote , and quick-start guide|powersource : plug-in|overalldepth-fronttoback:1.97|drydamporwetlocationlisted : not listed|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp
8695	built-in barbeque outdoor bbq grill cover - fits up to 45 ''	Covers & Carry Bags	Storage & Organization / Garage & Outdoor Storage & Organization / Outdoor Covers / Grill Covers / Charcoal Grill Grill Covers	overallheight-toptobottom:16|overallproductweight:2.75|exteriormaterial : polyester|overalldepth-fronttoback:30|productdesign : hook & loop fastener|warrantylength:1 year|interiorliningmaterial : polyester|exteriormaterialdetails : polyester fabric with pvc coating|finish : taupe|producttype : grill cover|compatiblewith : charcoal grill|compatiblewith : gas grill|supplierintendedandapproveduse : non residential use|compatiblewith : wood pellet grill|overallwidth-sidetoside:45|commercialorresidentialcertifications : no|certifications : no|canadaproductrestriction : no|nsfcertified : no|sportsth
4205	1 1/2 '' length styracosaurus dinosaur knob	Cabinet and Drawer Knobs	Home Improvement / Hardware / Cabinet Hardware / Cabinet & Drawer Knobs / Silver Cabinet & Drawer Knobs	style : eclectic|countryoforigin : mexico|theme : animal / wildlife|overalldepth-fronttoback:0.75|finish : silver|knobshape : novelty knob|overallproductweight:0.75|overalllength:1.5|overallwidth:1.13|numberofknobs:1|overallprojection:1|multipack : no| : no|californiaproposition65warningrequired : no|birdcageknob : no|installationrequired : yes|primarymaterial : metal
19493	tri-ring 30 '' gas cooktop with 5 burners	Cooktops	Appliances / Kitchen Appliances / Cooktops / All Cooktops / Gas Cooktops	numberoftemperaturesettings:3|gastype : liquid propane|gratecolor : black|rightrearbunerbtu:3000|accessoriesincluded : griddle|gasheatconfiguration : sealed burners|voltage:120|leftrearburnerbtu:13000|numberofburners:5|controltype : knobs/dial|leftfrontburnerbtu:13000|gratematerial : cast iron|primarymaterialdetails : stainless steel|productcare : use a mild neutral cleaning solution to clean the cooktop ; use warm water , mild detergent and a soft towel |reasonforrestriction : distribution conflict|toolsneededforinstallation : gas line shut off valve , professional gas pipeline sealing materi
17419	sikorsky 7 drawer dresser	Teen Dressers|Dressers & Chests	Baby & Kids / Teen Bedroom Furniture / Teen Dressers	materialdetails : hardwood|drawerglidematerial : wood|maindrawerinteriorheight-toptobottom:6.625|producttype : double dresser|orientation : horizontal|woodspecies : poplar|:5|overallheight-toptobottom:31.5|interiormaindrawerwidth-sidetoside:26.75|style : modern & contemporary|color : white|countryoforigin : united states|overalldepth-fronttoback:17.25|numberofdrawers:7|material : solid wood|warrantylength:1 year|overallproductweight:110|woodspecies : birch| : teen|overallwidth-sidetoside:61.5|interiormaindrawerdepth-fronttoback:14.375|hutchincluded : no| : no|softcloseorselfclosedrawerglides :
31401	theriault solid cotton throw pillow	Accent Pillows	Décor & Pillows / Decorative Pillows & Blankets / Throw Pillows / Black Throw Pillows	dryingmethod : lay flat to dry|pillowtype : throw|piecesincluded : two 18 '' throw pillows|washingmethod : spot clean|countryoforigin : united states|overallwidth-sidetoside:18|shape : square|style : posh & luxe|fillmaterial : feathers|overalldepth-fronttoback:5|closuretype : zipper|reversesidepattern : solid color|covermaterial:100 % cotton|holidayoccasion : no holiday|location : indoor use only|overallproductweight:5|reversesidematerial:100 % cotton|producttype : pillow cover & insert|pattern : solid color|overallheight-toptobottom:18|contrastingborder : no|stainresistant : no|licensedproduc
41101	oliveri 2 - light black flush mount	Wall Sconces	Lighting / Wall Lights / Wall Sconces	materialdetails : steel|shadeshape : rectangle|colortemperaturekelvin:2700|switchlocation : |warrantylength:90 days|shadewidth-sidetoside:5|dssecondaryproductstyle : contemporary industrial|backplateheight-toptobottom:13|shadecolor : clear|producttype : flush mount|powersource : hardwired|maximumwattageperbulb:60|brightnesslumens:320|overalldepth-fronttoback:4|bulbshapecode : t10|voltage:110|overallwidth-sidetoside:5|incandescentequivalentwattage:40|switchtype : |bulbshape : standard|dsprimaryproductstyle : industrial|finish : black|shadematerial : glass|overallproductweight:5.07|overallheight
5814	cara indooroutdoor chaise lounge cushion	Furniture Cushions	Outdoor / Outdoor Décor / Outdoor Pillows & Cushions / Patio Furniture Cushions / Chaise Lounge Patio Furniture Cushions	backcushionwidth-sidetoside:26.5|cushionfillmaterial : foam|producttype : seat/back cushion|piecesincluded:1 seat cushion and 1 back cushion|overalldepth-fronttoback:80|productcarecleaning : spot clean|seatcushionthickness:1.5|seatcushionwidth-sidetoside:26.5|warrantylength:90 days|furnituretype : chaise lounge cushion|cushioncovermaterial : polyester/polyester blend|backcushionthickness:1.5|overallwidth-sidetoside:26.5|overallproductweight:13|durability : water resistant|cushioncovermaterialdetails:100 % polyester|durability : weather resistant|overallthickness:1.5|searcushiondepth-fronttobac
